location,year,week,total_specimens,total_A,total_B,percent_positive,percent_A,percent_B
Puerto Rico,2017,34,X,X,X,X,X,X
Virgin Islands,2017,34,X,X,X,X,X,X
New York City,2017,34,X,X,X,X,X,X
Alabama,2017,35,311,3,4,2.25,0.96,1.29
Alaska,2017,35,X,X,X,X,X,X
Arizona,2017,35,114,0,0,0,0,0
Arkansas,2017,35,54,0,0,0,0,0
California,2017,35,555,3,1,0.72,0.54,0.18
Colorado,2017,35,193,1,0,0.52,0.52,0
Connecticut,2017,35,180,1,0,0.56,0.56,0
Delaware,2017,35,X,X,X,X,X,X
District of Columbia,2017,35,X,X,X,X,X,X
Florida,2017,35,1180,61,36,8.22,5.17,3.05
Georgia,2017,35,373,2,3,1.34,0.54,0.8
Hawaii,2017,35,90,1,3,4.44,1.11,3.33
Idaho,2017,35,X,X,X,X,X,X
Illinois,2017,35,119,1,0,0.84,0.84,0
Indiana,2017,35,103,0,1,0.97,0,0.97
Iowa,2017,35,14,0,0,0,0,0
Kansas,2017,35,45,1,0,2.22,2.22,0
Kentucky,2017,35,184,0,0,0,0,0
Louisiana,2017,35,464,5,7,2.59,1.08,1.51
Maine,2017,35,X,X,X,X,X,X
Maryland,2017,35,22,0,0,0,0,0
Massachusetts,2017,35,103,0,0,0,0,0
Michigan,2017,35,283,6,1,2.47,2.12,0.35
Minnesota,2017,35,115,1,0,0.87,0.87,0
Mississippi,2017,35,23,1,0,4.35,4.35,0
Missouri,2017,35,386,3,0,0.78,0.78,0
Montana,2017,35,63,1,0,1.59,1.59,0
Nebraska,2017,35,69,0,0,0,0,0
Nevada,2017,35,X,X,X,X,X,X
New Hampshire,2017,35,X,X,X,X,X,X
New Jersey,2017,35,X,X,X,X,X,X
New Mexico,2017,35,93,1,0,1.08,1.08,0
New York,2017,35,778,3,0,0.39,0.39,0
North Carolina,2017,35,105,1,0,0.95,0.95,0
North Dakota,2017,35,X,X,X,X,X,X
Ohio,2017,35,659,3,1,0.61,0.46,0.15
Oklahoma,2017,35,132,0,0,0,0,0
Oregon,2017,35,210,6,1,3.33,2.86,0.48
Pennsylvania,2017,35,132,0,0,0,0,0
Rhode Island,2017,35,X,X,X,X,X,X
South Carolina,2017,35,142,0,0,0,0,0
South Dakota,2017,35,28,0,0,0,0,0
Tennessee,2017,35,49,1,0,2.04,2.04,0
Texas,2017,35,684,10,3,1.9,1.46,0.44
Utah,2017,35,400,0,0,0,0,0
Vermont,2017,35,17,0,0,0,0,0
Virginia,2017,35,112,1,0,0.89,0.89,0
Washington,2017,35,232,1,0,0.43,0.43,0
West Virginia,2017,35,277,1,1,0.72,0.36,0.36
Wisconsin,2017,35,265,0,0,0,0,0
Wyoming,2017,35,X,X,X,X,X,X
Puerto Rico,2017,35,X,X,X,X,X,X
Virgin Islands,2017,35,X,X,X,X,X,X
New York City,2017,35,X,X,X,X,X,X
Alabama,2017,36,293,3,7,3.41,1.02,2.39
Alaska,2017,36,X,X,X,X,X,X
Arizona,2017,36,130,1,0,0.77,0.77,0
Arkansas,2017,36,59,1,0,1.69,1.69,0
California,2017,36,525,7,1,1.52,1.33,0.19
Colorado,2017,36,209,2,0,0.96,0.96,0
Connecticut,2017,36,190,1,0,0.53,0.53,0
Delaware,2017,36,12,1,0,8.33,8.33,0
District of Columbia,2017,36,X,X,X,X,X,X
Florida,2017,36,1143,49,36,7.44,4.29,3.15
Georgia,2017,36,421,5,3,1.9,1.19,0.71
Hawaii,2017,36,146,2,2,2.74,1.37,1.37
Idaho,2017,36,X,X,X,X,X,X
Illinois,2017,36,169,1,0,0.59,0.59,0
Indiana,2017,36,108,0,1,0.93,0,0.93
Iowa,2017,36,30,0,0,0,0,0
Kansas,2017,36,48,0,0,0,0,0
Kentucky,2017,36,243,1,0,0.41,0.41,0
Louisiana,2017,36,458,5,9,3.06,1.09,1.97
Maine,2017,36,X,X,X,X,X,X
Maryland,2017,36,17,0,0,0,0,0
Massachusetts,2017,36,135,2,0,1.48,1.48,0
Michigan,2017,36,317,11,1,3.79,3.47,0.32
Minnesota,2017,36,167,1,0,0.6,0.6,0
Mississippi,2017,36,32,0,0,0,0,0
Missouri,2017,36,359,0,0,0,0,0
Montana,2017,36,58,0,0,0,0,0
Nebraska,2017,36,74,0,0,0,0,0
Nevada,2017,36,X,X,X,X,X,X
New Hampshire,2017,36,X,X,X,X,X,X
New Jersey,2017,36,X,X,X,X,X,X
New Mexico,2017,36,132,2,0,1.52,1.52,0
New York,2017,36,886,3,1,0.45,0.34,0.11
North Carolina,2017,36,135,0,0,0,0,0
North Dakota,2017,36,X,X,X,X,X,X
Ohio,2017,36,791,3,0,0.38,0.38,0
Oklahoma,2017,36,130,0,0,0,0,0
Oregon,2017,36,181,1,0,0.55,0.55,0
Pennsylvania,2017,36,121,1,0,0.83,0.83,0
Rhode Island,2017,36,X,X,X,X,X,X
South Carolina,2017,36,155,1,0,0.65,0.65,0
South Dakota,2017,36,29,0,0,0,0,0
Tennessee,2017,36,56,0,0,0,0,0
Texas,2017,36,915,13,2,1.64,1.42,0.22
Utah,2017,36,445,3,1,0.9,0.67,0.22
Vermont,2017,36,15,2,0,13.33,13.33,0
Virginia,2017,36,118,1,0,0.85,0.85,0
Washington,2017,36,242,3,3,2.48,1.24,1.24
West Virginia,2017,36,340,0,1,0.29,0,0.29
Wisconsin,2017,36,276,1,0,0.36,0.36,0
Wyoming,2017,36,X,X,X,X,X,X
Puerto Rico,2017,36,X,X,X,X,X,X
Virgin Islands,2017,36,X,X,X,X,X,X
New York City,2017,36,X,X,X,X,X,X
Alabama,2017,37,338,3,5,2.37,0.89,1.48
Alaska,2017,37,X,X,X,X,X,X
Arizona,2017,37,141,1,0,0.71,0.71,0
Arkansas,2017,37,46,0,0,0,0,0
California,2017,37,590,5,4,1.53,0.85,0.68
Colorado,2017,37,273,1,0,0.37,0.37,0
Connecticut,2017,37,242,3,0,1.24,1.24,0
Delaware,2017,37,32,1,0,3.13,3.13,0
District of Columbia,2017,37,X,X,X,X,X,X
Florida,2017,37,922,39,31,7.59,4.23,3.36
Georgia,2017,37,431,10,9,4.41,2.32,2.09
Hawaii,2017,37,104,2,1,2.88,1.92,0.96
Idaho,2017,37,X,X,X,X,X,X
Illinois,2017,37,161,1,1,1.24,0.62,0.62
Indiana,2017,37,95,1,0,1.05,1.05,0
Iowa,2017,37,31,0,0,0,0,0
Kansas,2017,37,51,0,0,0,0,0
Kentucky,2017,37,241,1,0,0.41,0.41,0
Louisiana,2017,37,482,4,8,2.49,0.83,1.66
Maine,2017,37,X,X,X,X,X,X
Maryland,2017,37,54,1,0,1.85,1.85,0
Massachusetts,2017,37,174,4,0,2.3,2.3,0
Michigan,2017,37,493,17,0,3.45,3.45,0
Minnesota,2017,37,179,5,0,2.79,2.79,0
Mississippi,2017,37,45,5,0,11.11,11.11,0
Missouri,2017,37,416,3,1,0.96,0.72,0.24
Montana,2017,37,69,1,0,1.45,1.45,0
Nebraska,2017,37,84,0,0,0,0,0
Nevada,2017,37,X,X,X,X,X,X
New Hampshire,2017,37,X,X,X,X,X,X
New Jersey,2017,37,X,X,X,X,X,X
New Mexico,2017,37,153,0,0,0,0,0
New York,2017,37,1040,9,1,0.96,0.87,0.1
North Carolina,2017,37,145,0,0,0,0,0
North Dakota,2017,37,X,X,X,X,X,X
Ohio,2017,37,942,4,1,0.53,0.42,0.11
Oklahoma,2017,37,146,0,0,0,0,0
Oregon,2017,37,105,0,0,0,0,0
Pennsylvania,2017,37,181,1,0,0.55,0.55,0
Rhode Island,2017,37,X,X,X,X,X,X
South Carolina,2017,37,191,0,1,0.52,0,0.52
South Dakota,2017,37,47,1,0,2.13,2.13,0
Tennessee,2017,37,59,0,0,0,0,0
Texas,2017,37,1184,9,7,1.35,0.76,0.59
Utah,2017,37,395,1,1,0.51,0.25,0.25
Vermont,2017,37,15,0,0,0,0,0
Virginia,2017,37,161,0,0,0,0,0
Washington,2017,37,258,4,0,1.55,1.55,0
West Virginia,2017,37,372,1,0,0.27,0.27,0
Wisconsin,2017,37,417,1,1,0.48,0.24,0.24
Wyoming,2017,37,X,X,X,X,X,X
Puerto Rico,2017,37,X,X,X,X,X,X
Virgin Islands,2017,37,X,X,X,X,X,X
New York City,2017,37,X,X,X,X,X,X
Alabama,2017,38,353,2,12,3.97,0.57,3.4
Alaska,2017,38,X,X,X,X,X,X
Arizona,2017,38,128,0,0,0,0,0
Arkansas,2017,38,42,2,0,4.76,4.76,0
California,2017,38,671,7,1,1.19,1.04,0.15
Colorado,2017,38,288,3,1,1.39,1.04,0.35
Connecticut,2017,38,293,1,1,0.68,0.34,0.34
Delaware,2017,38,44,1,0,2.27,2.27,0
District of Columbia,2017,38,X,X,X,X,X,X
Florida,2017,38,975,40,24,6.56,4.1,2.46
Georgia,2017,38,498,8,4,2.41,1.61,0.8
Hawaii,2017,38,98,3,0,3.06,3.06,0
Idaho,2017,38,18,1,0,5.56,5.56,0
Illinois,2017,38,174,2,1,1.72,1.15,0.57
Indiana,2017,38,156,0,2,1.28,0,1.28
Iowa,2017,38,31,1,0,3.23,3.23,0
Kansas,2017,38,65,1,1,3.08,1.54,1.54
Kentucky,2017,38,268,0,0,0,0,0
Louisiana,2017,38,535,6,11,3.18,1.12,2.06
Maine,2017,38,X,X,X,X,X,X
Maryland,2017,38,80,1,0,1.25,1.25,0
Massachusetts,2017,38,220,1,0,0.45,0.45,0
Michigan,2017,38,576,13,0,2.26,2.26,0
Minnesota,2017,38,256,1,0,0.39,0.39,0
Mississippi,2017,38,48,2,0,4.17,4.17,0
Missouri,2017,38,388,1,0,0.26,0.26,0
Montana,2017,38,72,4,0,5.56,5.56,0
Nebraska,2017,38,78,1,0,1.28,1.28,0
Nevada,2017,38,X,X,X,X,X,X
New Hampshire,2017,38,X,X,X,X,X,X
New Jersey,2017,38,X,X,X,X,X,X
New Mexico,2017,38,158,2,0,1.27,1.27,0
New York,2017,38,1010,5,3,0.79,0.5,0.3
North Carolina,2017,38,183,0,0,0,0,0
North Dakota,2017,38,X,X,X,X,X,X
Ohio,2017,38,977,7,3,1.02,0.72,0.31
Oklahoma,2017,38,114,0,0,0,0,0
Oregon,2017,38,153,5,0,3.27,3.27,0
Pennsylvania,2017,38,197,0,0,0,0,0
Rhode Island,2017,38,X,X,X,X,X,X
South Carolina,2017,38,193,1,0,0.52,0.52,0
South Dakota,2017,38,64,0,0,0,0,0
Tennessee,2017,38,70,0,1,1.43,0,1.43
Texas,2017,38,1306,7,9,1.23,0.54,0.69
Utah,2017,38,466,2,0,0.43,0.43,0
Vermont,2017,38,20,0,0,0,0,0
Virginia,2017,38,153,0,0,0,0,0
Washington,2017,38,337,1,0,0.3,0.3,0
West Virginia,2017,38,366,0,0,0,0,0
Wisconsin,2017,38,443,2,0,0.45,0.45,0
Wyoming,2017,38,X,X,X,X,X,X
Puerto Rico,2017,38,X,X,X,X,X,X
Virgin Islands,2017,38,X,X,X,X,X,X
New York City,2017,38,X,X,X,X,X,X
Alabama,2017,39,399,1,12,3.26,0.25,3.01
Alaska,2017,39,X,X,X,X,X,X
Arizona,2017,39,136,2,0,1.47,1.47,0
Arkansas,2017,39,47,2,0,4.26,4.26,0
California,2017,39,788,8,1,1.14,1.02,0.13
Colorado,2017,39,309,2,0,0.65,0.65,0
Connecticut,2017,39,270,2,0,0.74,0.74,0
Delaware,2017,39,53,1,0,1.89,1.89,0
District of Columbia,2017,39,X,X,X,X,X,X
Florida,2017,39,1012,35,22,5.63,3.46,2.17
Georgia,2017,39,552,5,1,1.09,0.91,0.18
Hawaii,2017,39,130,2,4,4.62,1.54,3.08
Idaho,2017,39,18,1,0,5.56,5.56,0
Illinois,2017,39,198,2,1,1.52,1.01,0.51
Indiana,2017,39,117,0,0,0,0,0
Iowa,2017,39,33,0,0,0,0,0
Kansas,2017,39,59,0,0,0,0,0
Kentucky,2017,39,299,0,1,0.33,0,0.33
Louisiana,2017,39,569,6,8,2.46,1.05,1.41
Maine,2017,39,18,0,0,0,0,0
Maryland,2017,39,126,16,0,12.7,12.7,0
Massachusetts,2017,39,260,2,0,0.77,0.77,0
Michigan,2017,39,586,7,0,1.19,1.19,0
Minnesota,2017,39,279,3,0,1.08,1.08,0
Mississippi,2017,39,44,0,0,0,0,0
Missouri,2017,39,435,1,0,0.23,0.23,0
Montana,2017,39,102,1,1,1.96,0.98,0.98
Nebraska,2017,39,55,0,0,0,0,0
Nevada,2017,39,X,X,X,X,X,X
New Hampshire,2017,39,X,X,X,X,X,X
New Jersey,2017,39,X,X,X,X,X,X
New Mexico,2017,39,116,1,0,0.86,0.86,0
New York,2017,39,1121,9,2,0.98,0.8,0.18
North Carolina,2017,39,185,1,0,0.54,0.54,0
North Dakota,2017,39,X,X,X,X,X,X
Ohio,2017,39,1013,3,1,0.39,0.3,0.1
Oklahoma,2017,39,148,0,0,0,0,0
Oregon,2017,39,193,4,0,2.07,2.07,0
Pennsylvania,2017,39,231,0,0,0,0,0
Rhode Island,2017,39,X,X,X,X,X,X
South Carolina,2017,39,173,0,0,0,0,0
South Dakota,2017,39,36,1,0,2.78,2.78,0
Tennessee,2017,39,77,1,0,1.3,1.3,0
Texas,2017,39,1352,22,19,3.03,1.63,1.41
Utah,2017,39,493,1,1,0.41,0.2,0.2
Vermont,2017,39,20,0,0,0,0,0
Virginia,2017,39,174,1,0,0.57,0.57,0
Washington,2017,39,408,4,2,1.47,0.98,0.49
West Virginia,2017,39,338,2,0,0.59,0.59,0
Wisconsin,2017,39,543,4,0,0.74,0.74,0
Wyoming,2017,39,X,X,X,X,X,X
Puerto Rico,2017,39,X,X,X,X,X,X
Virgin Islands,2017,39,X,X,X,X,X,X
New York City,2017,39,X,X,X,X,X,X
Alabama,2017,40,434,4,25,6.68,0.92,5.76
Alaska,2017,40,21,1,0,4.76,4.76,0
Arizona,2017,40,145,1,0,0.69,0.69,0
Arkansas,2017,40,62,6,0,9.68,9.68,0
California,2017,40,794,5,2,0.88,0.63,0.25
Colorado,2017,40,355,1,1,0.56,0.28,0.28
Connecticut,2017,40,287,1,0,0.35,0.35,0
Delaware,2017,40,88,0,0,0,0,0
District of Columbia,2017,40,X,X,X,X,X,X
Florida,2017,40,1306,84,28,8.58,6.43,2.14
Georgia,2017,40,642,8,10,2.8,1.25,1.56
Hawaii,2017,40,140,1,3,2.86,0.71,2.14
Idaho,2017,40,34,0,0,0,0,0
Illinois,2017,40,210,1,1,0.95,0.48,0.48
Indiana,2017,40,135,2,0,1.48,1.48,0
Iowa,2017,40,102,0,0,0,0,0
Kansas,2017,40,78,0,0,0,0,0
Kentucky,2017,40,299,2,0,0.67,0.67,0
Louisiana,2017,40,418,19,3,5.26,4.55,0.72
Maine,2017,40,X,X,X,X,X,X
Maryland,2017,40,126,2,0,1.59,1.59,0
Massachusetts,2017,40,423,1,0,0.24,0.24,0
Michigan,2017,40,665,6,1,1.05,0.9,0.15
Minnesota,2017,40,308,0,1,0.32,0,0.32
Mississippi,2017,40,77,3,0,3.9,3.9,0
Missouri,2017,40,476,1,0,0.21,0.21,0
Montana,2017,40,123,1,1,1.63,0.81,0.81
Nebraska,2017,40,94,1,0,1.06,1.06,0
Nevada,2017,40,13,0,0,0,0,0
New Hampshire,2017,40,X,X,X,X,X,X
New Jersey,2017,40,X,X,X,X,X,X
New Mexico,2017,40,213,1,0,0.47,0.47,0
New York,2017,40,1357,13,1,1.03,0.96,0.07
North Carolina,2017,40,103,1,1,1.94,0.97,0.97
North Dakota,2017,40,X,X,X,X,X,X
Ohio,2017,40,1011,6,8,1.38,0.59,0.79
Oklahoma,2017,40,145,1,0,0.69,0.69,0
Oregon,2017,40,190,3,0,1.58,1.58,0
Pennsylvania,2017,40,284,1,0,0.35,0.35,0
Rhode Island,2017,40,X,X,X,X,X,X
South Carolina,2017,40,240,1,0,0.42,0.42,0
South Dakota,2017,40,46,0,0,0,0,0
Tennessee,2017,40,104,3,1,3.85,2.88,0.96
Texas,2017,40,1273,25,16,3.22,1.96,1.26
Utah,2017,40,531,5,1,1.13,0.94,0.19
Vermont,2017,40,37,0,0,0,0,0
Virginia,2017,40,155,0,0,0,0,0
Washington,2017,40,677,8,5,1.92,1.18,0.74
West Virginia,2017,40,401,1,0,0.25,0.25,0
Wisconsin,2017,40,636,7,0,1.1,1.1,0
Wyoming,2017,40,X,X,X,X,X,X
Puerto Rico,2017,40,X,X,X,X,X,X
Virgin Islands,2017,40,X,X,X,X,X,X
New York City,2017,40,X,X,X,X,X,X
Alabama,2017,41,449,7,24,6.9,1.56,5.35
Alaska,2017,41,29,1,0,3.45,3.45,0
Arizona,2017,41,152,0,0,0,0,0
Arkansas,2017,41,57,3,0,5.26,5.26,0
California,2017,41,832,17,2,2.28,2.04,0.24
Colorado,2017,41,359,0,0,0,0,0
Connecticut,2017,41,317,2,0,0.63,0.63,0
Delaware,2017,41,102,0,0,0,0,0
District of Columbia,2017,41,X,X,X,X,X,X
Florida,2017,41,1364,60,32,6.74,4.4,2.35
Georgia,2017,41,674,11,5,2.37,1.63,0.74
Hawaii,2017,41,150,1,3,2.67,0.67,2
Idaho,2017,41,36,0,0,0,0,0
Illinois,2017,41,207,1,0,0.48,0.48,0
Indiana,2017,41,125,0,1,0.8,0,0.8
Iowa,2017,41,117,1,0,0.85,0.85,0
Kansas,2017,41,85,0,0,0,0,0
Kentucky,2017,41,342,0,1,0.29,0,0.29
Louisiana,2017,41,435,13,5,4.14,2.99,1.15
Maine,2017,41,X,X,X,X,X,X
Maryland,2017,41,110,1,0,0.91,0.91,0
Massachusetts,2017,41,458,2,0,0.44,0.44,0
Michigan,2017,41,724,4,1,0.69,0.55,0.14
Minnesota,2017,41,359,1,1,0.56,0.28,0.28
Mississippi,2017,41,74,8,0,10.81,10.81,0
Missouri,2017,41,501,0,0,0,0,0
Montana,2017,41,125,4,0,3.2,3.2,0
Nebraska,2017,41,82,1,0,1.22,1.22,0
Nevada,2017,41,X,X,X,X,X,X
New Hampshire,2017,41,X,X,X,X,X,X
New Jersey,2017,41,X,X,X,X,X,X
New Mexico,2017,41,219,2,0,0.91,0.91,0
New York,2017,41,1402,9,4,0.93,0.64,0.29
North Carolina,2017,41,220,1,0,0.45,0.45,0
North Dakota,2017,41,X,X,X,X,X,X
Ohio,2017,41,1174,9,2,0.94,0.77,0.17
Oklahoma,2017,41,186,0,0,0,0,0
Oregon,2017,41,255,7,2,3.53,2.75,0.78
Pennsylvania,2017,41,321,5,1,1.87,1.56,0.31
Rhode Island,2017,41,X,X,X,X,X,X
South Carolina,2017,41,267,3,0,1.12,1.12,0
South Dakota,2017,41,52,0,0,0,0,0
Tennessee,2017,41,102,4,0,3.92,3.92,0
Texas,2017,41,1293,26,12,2.94,2.01,0.93
Utah,2017,41,554,14,0,2.53,2.53,0
Vermont,2017,41,47,1,0,2.13,2.13,0
Virginia,2017,41,196,0,1,0.51,0,0.51
Washington,2017,41,675,12,0,1.78,1.78,0
West Virginia,2017,41,396,4,1,1.26,1.01,0.25
Wisconsin,2017,41,659,5,0,0.76,0.76,0
Wyoming,2017,41,X,X,X,X,X,X
Puerto Rico,2017,41,X,X,X,X,X,X
Virgin Islands,2017,41,X,X,X,X,X,X
New York City,2017,41,X,X,X,X,X,X
Alabama,2017,42,472,11,13,5.08,2.33,2.75
Alaska,2017,42,X,X,X,X,X,X
Arizona,2017,42,162,1,0,0.62,0.62,0
Arkansas,2017,42,65,2,0,3.08,3.08,0
California,2017,42,882,19,2,2.38,2.15,0.23
Colorado,2017,42,397,5,1,1.51,1.26,0.25
Connecticut,2017,42,347,3,1,1.15,0.86,0.29
Delaware,2017,42,101,2,0,1.98,1.98,0
District of Columbia,2017,42,X,X,X,X,X,X
Florida,2017,42,1534,81,50,8.54,5.28,3.26
Georgia,2017,42,781,8,5,1.66,1.02,0.64
Hawaii,2017,42,122,2,3,4.1,1.64,2.46
Idaho,2017,42,40,0,0,0,0,0
Illinois,2017,42,189,3,0,1.59,1.59,0
Indiana,2017,42,183,0,0,0,0,0
Iowa,2017,42,138,1,0,0.72,0.72,0
Kansas,2017,42,75,0,0,0,0,0
Kentucky,2017,42,300,1,0,0.33,0.33,0
Louisiana,2017,42,535,15,1,2.99,2.8,0.19
Maine,2017,42,X,X,X,X,X,X
Maryland,2017,42,127,1,0,0.79,0.79,0
Massachusetts,2017,42,461,2,0,0.43,0.43,0
Michigan,2017,42,750,6,0,0.8,0.8,0
Minnesota,2017,42,298,3,0,1.01,1.01,0
Mississippi,2017,42,79,5,0,6.33,6.33,0
Missouri,2017,42,568,2,0,0.35,0.35,0
Montana,2017,42,85,0,0,0,0,0
Nebraska,2017,42,119,1,1,1.68,0.84,0.84
Nevada,2017,42,19,1,0,5.26,5.26,0
New Hampshire,2017,42,X,X,X,X,X,X
New Jersey,2017,42,X,X,X,X,X,X
New Mexico,2017,42,247,4,0,1.62,1.62,0
New York,2017,42,1513,11,4,0.99,0.73,0.26
North Carolina,2017,42,232,3,0,1.29,1.29,0
North Dakota,2017,42,X,X,X,X,X,X
Ohio,2017,42,1197,12,4,1.34,1,0.33
Oklahoma,2017,42,193,4,1,2.59,2.07,0.52
Oregon,2017,42,320,6,3,2.81,1.88,0.94
Pennsylvania,2017,42,350,0,0,0,0,0
Rhode Island,2017,42,X,X,X,X,X,X
South Carolina,2017,42,230,1,0,0.43,0.43,0
South Dakota,2017,42,57,0,0,0,0,0
Tennessee,2017,42,154,0,3,1.95,0,1.95
Texas,2017,42,1453,20,12,2.2,1.38,0.83
Utah,2017,42,554,9,2,1.99,1.62,0.36
Vermont,2017,42,47,2,0,4.26,4.26,0
Virginia,2017,42,188,3,0,1.6,1.6,0
Washington,2017,42,716,13,2,2.09,1.82,0.28
West Virginia,2017,42,460,0,0,0,0,0
Wisconsin,2017,42,772,7,2,1.17,0.91,0.26
Wyoming,2017,42,X,X,X,X,X,X
Puerto Rico,2017,42,X,X,X,X,X,X
Virgin Islands,2017,42,X,X,X,X,X,X
New York City,2017,42,X,X,X,X,X,X
Alabama,2017,43,476,9,18,5.67,1.89,3.78
Alaska,2017,43,15,2,0,13.33,13.33,0
Arizona,2017,43,175,6,0,3.43,3.43,0
Arkansas,2017,43,74,5,0,6.76,6.76,0
California,2017,43,922,34,3,4.01,3.69,0.33
Colorado,2017,43,424,6,0,1.42,1.42,0
Connecticut,2017,43,372,1,2,0.81,0.27,0.54
Delaware,2017,43,107,3,0,2.8,2.8,0
District of Columbia,2017,43,X,X,X,X,X,X
Florida,2017,43,1490,92,65,10.54,6.17,4.36
Georgia,2017,43,773,20,3,2.98,2.59,0.39
Hawaii,2017,43,126,0,0,0,0,0
Idaho,2017,43,44,0,2,4.55,0,4.55
Illinois,2017,43,219,1,0,0.46,0.46,0
Indiana,2017,43,142,0,1,0.7,0,0.7
Iowa,2017,43,96,0,0,0,0,0
Kansas,2017,43,83,0,0,0,0,0
Kentucky,2017,43,336,1,1,0.6,0.3,0.3
Louisiana,2017,43,500,21,5,5.2,4.2,1
Maine,2017,43,X,X,X,X,X,X
Maryland,2017,43,132,0,0,0,0,0
Massachusetts,2017,43,488,1,2,0.61,0.2,0.41
Michigan,2017,43,798,7,0,0.88,0.88,0
Minnesota,2017,43,285,2,1,1.05,0.7,0.35
Mississippi,2017,43,69,13,0,18.84,18.84,0
Missouri,2017,43,512,1,0,0.2,0.2,0
Montana,2017,43,89,0,0,0,0,0
Nebraska,2017,43,113,1,0,0.88,0.88,0
Nevada,2017,43,21,1,0,4.76,4.76,0
New Hampshire,2017,43,X,X,X,X,X,X
New Jersey,2017,43,X,X,X,X,X,X
New Mexico,2017,43,317,4,0,1.26,1.26,0
New York,2017,43,1632,18,4,1.35,1.1,0.25
North Carolina,2017,43,277,3,2,1.81,1.08,0.72
North Dakota,2017,43,X,X,X,X,X,X
Ohio,2017,43,1346,8,1,0.67,0.59,0.07
Oklahoma,2017,43,214,2,0,0.93,0.93,0
Oregon,2017,43,301,7,2,2.99,2.33,0.66
Pennsylvania,2017,43,356,2,1,0.84,0.56,0.28
Rhode Island,2017,43,X,X,X,X,X,X
South Carolina,2017,43,293,2,0,0.68,0.68,0
South Dakota,2017,43,53,0,0,0,0,0
Tennessee,2017,43,124,1,1,1.61,0.81,0.81
Texas,2017,43,1606,34,17,3.18,2.12,1.06
Utah,2017,43,558,7,0,1.25,1.25,0
Vermont,2017,43,55,0,0,0,0,0
Virginia,2017,43,233,3,1,1.72,1.29,0.43
Washington,2017,43,711,12,3,2.11,1.69,0.42
West Virginia,2017,43,428,0,0,0,0,0
Wisconsin,2017,43,670,4,0,0.6,0.6,0
Wyoming,2017,43,X,X,X,X,X,X
Puerto Rico,2017,43,X,X,X,X,X,X
Virgin Islands,2017,43,X,X,X,X,X,X
New York City,2017,43,X,X,X,X,X,X
Alabama,2017,44,563,5,25,5.33,0.89,4.44
Alaska,2017,44,19,2,0,10.53,10.53,0
Arizona,2017,44,208,2,1,1.44,0.96,0.48
Arkansas,2017,44,69,2,0,2.9,2.9,0
California,2017,44,1016,52,15,6.59,5.12,1.48
Colorado,2017,44,462,18,1,4.11,3.9,0.22
Connecticut,2017,44,429,5,1,1.4,1.17,0.23
Delaware,2017,44,136,1,0,0.74,0.74,0
District of Columbia,2017,44,X,X,X,X,X,X
Florida,2017,44,1587,90,75,10.4,5.67,4.73
Georgia,2017,44,874,18,6,2.75,2.06,0.69
Hawaii,2017,44,186,3,3,3.23,1.61,1.61
Idaho,2017,44,48,0,1,2.08,0,2.08
Illinois,2017,44,174,6,0,3.45,3.45,0
Indiana,2017,44,166,4,0,2.41,2.41,0
Iowa,2017,44,126,0,0,0,0,0
Kansas,2017,44,85,1,0,1.18,1.18,0
Kentucky,2017,44,308,2,0,0.65,0.65,0
Louisiana,2017,44,651,38,9,7.22,5.84,1.38
Maine,2017,44,X,X,X,X,X,X
Maryland,2017,44,124,1,0,0.81,0.81,0
Massachusetts,2017,44,468,5,0,1.07,1.07,0
Michigan,2017,44,860,8,0,0.93,0.93,0
Minnesota,2017,44,250,2,3,2,0.8,1.2
Mississippi,2017,44,82,13,0,15.85,15.85,0
Missouri,2017,44,592,33,3,6.08,5.57,0.51
Montana,2017,44,98,0,0,0,0,0
Nebraska,2017,44,114,1,0,0.88,0.88,0
Nevada,2017,44,27,6,0,22.22,22.22,0
New Hampshire,2017,44,X,X,X,X,X,X
New Jersey,2017,44,X,X,X,X,X,X
New Mexico,2017,44,375,20,1,5.6,5.33,0.27
New York,2017,44,1654,16,5,1.27,0.97,0.3
North Carolina,2017,44,332,1,2,0.9,0.3,0.6
North Dakota,2017,44,X,X,X,X,X,X
Ohio,2017,44,1375,16,3,1.38,1.16,0.22
Oklahoma,2017,44,243,2,0,0.82,0.82,0
Oregon,2017,44,315,13,5,5.71,4.13,1.59
Pennsylvania,2017,44,417,5,0,1.2,1.2,0
Rhode Island,2017,44,X,X,X,X,X,X
South Carolina,2017,44,300,4,2,2,1.33,0.67
South Dakota,2017,44,47,0,0,0,0,0
Tennessee,2017,44,172,1,0,0.58,0.58,0
Texas,2017,44,1898,62,49,5.85,3.27,2.58
Utah,2017,44,618,22,0,3.56,3.56,0
Vermont,2017,44,57,1,0,1.75,1.75,0
Virginia,2017,44,255,0,0,0,0,0
Washington,2017,44,693,9,6,2.16,1.3,0.87
West Virginia,2017,44,426,1,0,0.23,0.23,0
Wisconsin,2017,44,760,8,3,1.45,1.05,0.39
Wyoming,2017,44,X,X,X,X,X,X
Puerto Rico,2017,44,X,X,X,X,X,X
Virgin Islands,2017,44,X,X,X,X,X,X
New York City,2017,44,X,X,X,X,X,X
Alabama,2017,45,573,9,23,5.58,1.57,4.01
Alaska,2017,45,23,8,0,34.78,34.78,0
Arizona,2017,45,221,3,3,2.71,1.36,1.36
